1411219041680,-0.188,-0.219,0.000,-31.776,-2.266,28.458,-61.005,6.531,-26.611
1411219041747,-0.172,-0.219,-0.016,-31.776,-2.266,28.458,-61.005,6.531,-26.611
1411219041882,-0.156,-0.219,0.000,-1.915,0.053,2.342,-61.096,6.531,-27.008
1411219042017,-0.156,-0.219,-0.031,9.155,1.556,-0.359,-61.310,6.714,-26.733
1411219042152,-0.156,-0.203,0.047,9.155,1.556,-0.359,-61.218,6.744,-26.855
1411219042286,-0.156,-0.219,0.266,0.648,-19.043,2.609,-61.188,6.531,-27.130
1411219042421,-0.266,-0.234,0.234,-51.262,-226.578,83.603,-61.401,6.683,-27.527
1411219042703,-0.266,-0.234,0.016,-51.262,-226.578,83.603,-62.683,7.996,-30.945
1411219042894,-0.109,-0.219,-0.094,2.747,-201.675,138.412,-64.270,11.993,-39.124
1411219042895,-0.016,-0.156,-0.109,14.931,-11.932,-136.581,-64.270,11.993,-39.124
1411219043085,-0.188,-0.281,0.016,-4.410,244.072,-222.992,-60.547,10.010,-37.170
1411219043277,-0.469,-0.625,0.234,-4.410,244.072,-222.992,-58.380,8.911,-35.370
1411219043278,-0.453,-0.609,0.172,-249.992,249.992,-20.584,-59.662,9.369,-36.163
1411219043468,-0.203,-0.063,-0.063,-55.840,53.711,21.698,-69.122,16.815,-41.321
1411219043659,0.016,0.000,-0.234,-55.840,53.711,21.698,-69.794,17.120,-40.802
1411219043660,-0.047,-0.078,-0.313,22.598,-50.865,12.253,-69.824,17.242,-40.863
1411219043851,-0.078,-0.125,-0.266,-0.343,-7.484,28.030,-69.397,17.090,-41.229
1411219044042,-0.078,-0.109,-0.219,-0.343,-7.484,28.030,-69.397,17.090,-41.229
