1411138012258,0.125,-0.219,-0.063,9.644,-8.530,-30.525,-65.582,25.757,-40.344
1411138012392,0.125,-0.219,-0.047,9.644,-8.530,-30.525,-65.582,25.757,-40.344
1411138012459,0.125,-0.203,-0.016,9.644,-8.530,-30.525,-65.399,25.665,-40.283
1411138012661,0.188,-0.234,-0.266,12.550,-5.562,-0.832,-65.491,25.513,-40.344
1411138012796,0.188,-0.234,-0.297,24.986,170.731,-12.535,-65.521,25.574,-40.497
1411138012999,0.250,-0.281,-0.078,-52.391,220.894,-148.010,-67.078,25.665,-39.215
1411138013066,0.094,-0.250,0.094,-52.391,220.894,-148.010,-67.352,22.552,-31.006
1411138013201,-0.078,-0.219,0.063,10.452,36.858,159.569,-65.521,21.851,-27.557
1411138013337,0.094,-0.359,0.016,91.324,-203.590,249.992,-63.110,23.590,-27.435
1411138013606,0.406,-0.813,-0.250,91.324,-203.590,249.992,-63.110,23.590,-27.435
1411138013608,0.406,-1.078,-0.344,-154.495,-250.000,72.823,-63.141,26.276,-31.982
1411138013798,0.188,-0.422,-0.219,-206.947,-220.695,-21.904,-65.735,26.611,-32.074
1411138013989,-0.031,0.125,0.094,-206.947,-220.695,-21.904,-66.803,24.902,-34.332
1411138014180,-0.188,0.125,0.188,-0.992,48.882,-8.110,-66.559,23.834,-31.738
1411138014182,-0.141,0.094,0.234,24.185,9.674,-13.840,-66.345,23.926,-31.525
1411138014372,-0.141,0.094,0.219,14.610,17.578,-12.123,-66.711,24.414,-31.952
1411138014563,-0.141,0.078,0.172,14.610,17.578,-12.123,-66.711,24.414,-31.952
1411138014565,-0.125,0.094,0.203,19.157,14.488,-1.839,-67.108,24.841,-32.410
