1411247143729,0.125,-0.203,-0.078,1.213,3.792,-6.737,-52.216,21.667,-1.465
1411247143731,0.156,-0.172,-0.094,1.213,3.792,-6.737,-52.826,21.667,-1.709
1411247143797,0.125,-0.203,-0.063,-6.805,-9.331,-14.938,-53.619,22.156,-1.678
1411247143932,0.156,-0.203,-0.063,-14.343,-0.061,-1.297,-53.894,22.400,-2.197
1411247144067,0.141,-0.203,-0.063,-14.343,-0.061,-1.297,-53.925,22.125,-1.831
1411247144201,0.141,-0.203,-0.063,-11.833,8.911,4.150,-53.925,22.125,-1.831
1411247144337,0.141,-0.188,-0.078,7.294,46.501,-2.617,-53.345,21.454,-1.648
1411247144539,0.156,-0.188,-0.078,7.294,46.501,-2.617,-52.704,21.210,-1.526
1411247144607,0.156,-0.219,-0.047,-4.570,72.273,-11.917,-51.270,21.423,-2.167
1411247144742,0.172,-0.297,-0.109,-37.758,-25.780,70.457,-49.561,20.172,-1.648
1411247144877,0.172,-0.328,0.000,-103.226,-196.655,209.686,-48.981,18.280,0.092
1411247145012,0.203,-0.266,-0.031,-103.226,-196.655,209.686,-53.436,12.054,0.916
1411247145214,0.000,-0.141,0.000,-33.257,-55.901,78.323,-59.174,13.367,-3.021
1411247145349,0.000,-0.141,0.063,46.661,23.354,-57.152,-59.174,13.367,-3.021
1411247145484,0.016,-0.188,0.047,46.661,23.354,-57.152,-59.723,13.672,-3.693
1411247145619,0.063,-0.266,0.016,47.127,81.238,-81.139,-57.831,13.306,-1.251
1411247145755,0.094,-0.297,0.000,22.675,55.817,-61.058,-54.230,13.550,1.434
1411247145889,0.078,-0.266,-0.016,22.675,55.817,-61.058,-52.368,13.885,1.801
1411247146025,0.125,-0.250,-0.016,2.502,31.174,-35.080,-50.537,14.923,1.984
1411247146159,0.125,-0.313,0.016,-36.575,17.410,-13.496,-49.530,15.045,1.648
1411247146431,0.094,-0.234,-0.016,-7.454,15.350,3.067,-49.377,15.045,1.862
1411247146632,0.109,-0.234,-0.031,-7.454,15.350,3.067,-49.377,15.045,1.862
1411247146633,0.109,-0.203,-0.031,-2.449,11.253,-8.965,-48.981,15.015,1.556
1411247146700,0.156,-0.219,-0.031,13.908,13.206,6.004,-48.645,14.832,1.801
1411247146834,0.141,-0.188,-0.047,13.908,13.206,6.004,-48.553,15.167,1.617
1411247146969,0.125,-0.219,0.016,21.149,-5.989,-3.128,-48.431,15.198,1.434
1411247147172,0.125,-0.203,-0.078,18.227,13.176,-20.462,-48.584,15.594,1.282
1411247147306,0.141,-0.234,-0.047,18.227,13.176,-20.462,-48.767,16.113,1.678
1411247147442,0.141,-0.203,-0.094,-9.583,17.570,-28.191,-48.462,16.327,0.916
1411247147576,0.172,-0.156,-0.094,2.304,24.147,-10.826,-48.462,16.327,0.916
