1411003436949,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003437050,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003437152,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003437254,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003437357,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003437457,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003437558,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003437659,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003437760,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003437860,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003437961,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003438063,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003438163,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003438264,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003438365,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003438466,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003438566,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003438666,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003438766,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003438867,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003438967,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003439068,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003439168,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003439270,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003439372,0.063,-0.313,0.047,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003439473,0.078,-0.234,-0.078,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003439573,0.078,-0.234,-0.078,-139.252,80.017,-24.826,-58.594,19.409,-21.881
1411003439675,0.094,-0.234,-0.078,3.731,-1.175,-0.504,-58.594,19.409,-21.881
1411003439775,0.094,-0.234,-0.078,3.731,-1.175,-0.504,-58.594,19.409,-21.881
1411003439877,0.078,-0.234,-0.063,3.937,-0.053,0.862,-58.594,19.409,-21.881
1411003439979,0.078,-0.234,-0.063,3.937,-0.053,0.862,-58.594,19.409,-21.881
1411003440080,0.078,-0.234,-0.078,4.868,1.259,0.618,-58.594,19.409,-21.881
1411003440181,0.078,-0.234,-0.063,4.868,1.259,0.618,-58.594,19.409,-21.881
1411003440282,0.094,-0.250,-0.063,6.683,-3.792,-0.160,-50.568,4.730,-25.757
1411003440382,0.094,-0.250,-0.063,6.683,-3.792,-0.160,-50.568,4.730,-25.757
1411003440482,0.094,-0.250,-0.063,6.683,-3.792,-0.160,-50.568,4.730,-25.757
1411003440584,0.078,-0.250,-0.063,7.179,-3.883,2.731,-50.476,4.822,-25.787
1411003440685,0.078,-0.250,-0.063,7.179,-3.883,2.731,-50.476,4.822,-25.787
1411003440785,0.078,-0.234,-0.125,-0.717,6.752,8.263,-50.751,4.669,-25.940
1411003440887,0.078,-0.234,-0.125,-0.717,6.752,8.263,-50.751,4.669,-25.940
1411003440987,0.063,-0.234,-0.250,-0.717,6.752,8.263,-50.751,4.669,-25.940
1411003441089,0.063,-0.234,-0.250,-0.717,6.752,8.263,-50.751,4.669,-25.940
1411003441191,0.141,-0.297,-0.250,-24.101,213.585,-88.913,-52.429,5.371,-30.487
1411003441292,0.141,-0.297,-0.250,-24.101,213.585,-88.913,-52.429,5.371,-30.487
1411003441394,0.125,-0.109,-0.016,2.953,200.066,-119.301,-56.702,8.850,-39.001
1411003441496,0.125,-0.109,-0.016,2.953,200.066,-119.301,-56.702,8.850,-39.001
1411003441598,0.047,0.047,0.047,-4.898,57.571,-33.859,-59.357,9.918,-41.138
1411003441699,0.047,0.047,0.047,-4.898,57.571,-33.859,-59.357,9.918,-41.138
1411003441799,-0.016,0.109,-0.063,13.504,-20.882,236.908,-61.584,11.566,-43.457
1411003441900,-0.016,0.109,-0.063,13.504,-20.882,236.908,-61.584,11.566,-43.457
1411003441999,0.156,-0.172,-0.016,48.325,-90.851,249.992,-64.026,13.916,-45.624
1411003442100,0.156,-0.172,-0.016,48.325,-90.851,249.992,-64.026,13.916,-45.624
1411003442202,0.141,-0.500,-0.094,143.700,-229.630,145.645,-65.643,18.738,-48.798
1411003442302,0.141,-0.500,-0.094,143.700,-229.630,145.645,-65.643,18.738,-48.798
1411003442403,0.031,-0.547,-0.078,-2.869,-190.582,99.785,-54.443,11.505,-39.825
1411003442504,0.031,-0.547,-0.078,-2.869,-190.582,99.785,-54.443,11.505,-39.825
1411003442604,0.031,-0.156,0.063,4.845,-70.740,-1.419,-50.659,9.308,-33.600
1411003442706,0.031,-0.156,0.063,4.845,-70.740,-1.419,-50.659,9.308,-33.600
1411003442806,-0.078,-0.109,0.188,-1.808,14.656,3.616,-49.164,8.820,-31.219
